 0.073780   2.273   0.359 -21.061   0.794   0.0000000028185  10.647    7.328
 0.073615   2.432   0.918 -22.865   0.768   0.0000000003502  11.445    9.213
 0.152660   2.355   0.626 -22.197   0.632   0.0000000007893  11.085    5.961
 0.165086   2.178   0.716 -22.334   0.733   0.0000000006812  11.163    7.357
 0.067895   2.362   0.723 -22.476   0.762   0.0000000005351  11.271    9.386
 0.143329   2.349   0.577 -22.132   0.739   0.0000000008450  11.064    6.455
 0.067855   2.206   0.434 -21.479   0.770   0.0000000017076  10.811    8.640
 0.068465   2.163   0.201 -20.844   0.741   0.0000000036487  10.381    4.948
 0.150405   2.309   0.667 -22.216   0.812   0.0000000007706  11.205    6.783
 0.077716   2.284   0.540 -21.745   0.768   0.0000000012582  10.936    7.609
 0.149913   2.389   0.670 -22.177   0.822   0.0000000008065  11.104    7.300
 0.110582   2.336   0.326 -21.463   0.739   0.0000000018047  10.850    7.238
 0.073375   2.218   0.464 -21.209   0.771   0.0000000023606  10.699    7.216
 0.067509   2.378   0.725 -22.331   0.750   0.0000000006299  11.175    6.512
 0.151809   2.418   0.688 -22.488   0.765   0.0000000005654  11.203    7.406
 0.151426   2.471   0.852 -23.212   0.768   0.0000000002573  11.536    8.089
 0.075929   2.266   0.340 -20.631   0.853   0.0000000047628  10.602    6.433
 0.103473   2.289   0.741 -22.000   0.675   0.0000000009531  11.004    6.734
 0.099366   2.375   0.724 -22.112   0.807   0.0000000008333  11.074    7.261
 0.059305   2.233   0.192 -20.463   0.723   0.0000000057820  10.327    7.142
 0.125090   2.483   0.858 -23.393   0.802   0.0000000002098  11.597    6.874
 0.154275   2.359   0.719 -22.738   0.778   0.0000000004287  11.341    8.002
 0.161085   2.511   0.693 -22.634   0.802   0.0000000004837  11.383    7.889
 0.122595   2.246   0.628 -21.986   0.776   0.0000000009848  10.993    6.272
 0.154818   2.305   0.593 -22.239   0.752   0.0000000007537  11.116    7.504
 0.112042   2.112   0.721 -21.763   0.701   0.0000000012686  10.865    6.434
 0.177496   2.436   0.934 -23.229   0.771   0.0000000002579  11.552    8.562
 0.058310   2.368   0.533 -21.809   0.789   0.0000000011478  10.967    7.384
 0.111678   2.325   0.707 -22.286   0.759   0.0000000006886  11.208    8.304
 0.178901   2.334   0.612 -22.922   0.716   0.0000000003579  11.345    6.861
 0.083889   2.205   0.322 -21.064   0.731   0.0000000028343  10.580    7.218
 0.176915   2.392   0.780 -22.708   0.745   0.0000000004515  11.306    7.379
 0.111458   2.116   0.470 -21.448   0.685   0.0000000018373  10.675    5.871
 0.153304   2.371   0.586 -22.276   0.769   0.0000000007206  11.107    8.063
 0.100190   2.305   0.398 -22.173   0.697   0.0000000007763  10.958    6.126
 0.160281   2.346   0.827 -22.467   0.778   0.0000000005829  11.156    6.880
 0.154208   2.428   0.716 -22.737   0.790   0.0000000004296  11.318    7.956
 0.154425   2.454   0.564 -22.654   0.761   0.0000000004705  11.071    3.484
 0.131248   2.394   0.615 -22.191   0.826   0.0000000007811  11.322    7.461
 0.099945   2.362   0.442 -21.388   0.756   0.0000000019544  10.769    6.503
 0.135838   2.149   0.490 -21.807   0.745   0.0000000012291  10.932    6.240
 0.141390   2.236   0.668 -22.122   0.775   0.0000000008530  11.131    7.521
 0.179769   2.420   0.781 -22.859   0.765   0.0000000003834  11.362    8.453
 0.134279   2.308   0.749 -22.580   0.674   0.0000000005030  11.301    4.246
 0.151421   2.402   0.734 -22.856   0.785   0.0000000003761  11.325    6.982
 0.149551   2.424   0.721 -22.482   0.821   0.0000000005679  11.147    5.545
 0.124450   2.310   0.630 -21.633   0.761   0.0000000014939  10.914    6.979
 0.153923   2.457   1.250 -23.915   0.826   0.0000000001285  11.788    7.786
 0.151486   2.377   1.046 -23.252   0.784   0.0000000002468  11.482    6.437
 0.143985   2.370   0.535 -22.177   0.816   0.0000000008023  11.085    7.374
 0.240032   2.431   1.118 -23.648   0.799   0.0000000001770  11.685    8.931
 0.126724   2.286   0.594 -21.951   0.739   0.0000000010300  10.940    7.408
 0.122652   2.390   0.478 -21.858   0.788   0.0000000011446  10.759    4.515
 0.071911   2.396   0.638 -22.371   0.820   0.0000000006044  11.138    6.965
 0.166090   2.284   0.851 -22.598   0.853   0.0000000005053  11.574    7.188
 0.151973   2.191   0.953 -22.472   0.745   0.0000000005757  11.244    8.648
 0.153628   2.500   0.926 -23.545   0.780   0.0000000001842  11.591    6.182
 0.082811   2.202   0.511 -21.802   0.727   0.0000000011824  10.833    6.359
 0.101496   2.261   0.445 -21.605   0.783   0.0000000015139  10.902    8.078
 0.181144   2.433   1.049 -23.609   0.787   0.0000000001764  11.759   10.387
 0.125693   2.259   0.364 -21.676   0.719   0.0000000014218  10.816    6.880
 0.184150   2.510   0.766 -22.727   0.742   0.0000000004447  11.331    7.389
 0.129244   2.243   0.507 -21.928   0.690   0.0000000010607  11.014    5.872
 0.069530   2.178   0.171 -20.638   0.768   0.0000000046961  10.465    6.979
 0.072468   2.233   0.548 -21.200   0.694   0.0000000023851  10.713    7.667
 0.068824   2.425   0.679 -22.565   0.784   0.0000000004848  11.324    9.110
 0.072601   2.090   0.292 -20.270   0.644   0.0000000074501  10.096    4.865
 0.066717   2.330   0.533 -22.043   0.733   0.0000000008781  11.058    8.543
 0.108181   2.260   0.461 -21.653   0.706   0.0000000014385  10.946    5.231
 0.091535   2.256   0.527 -21.324   0.790   0.0000000020938  10.804    7.459
 0.069242   2.209   0.381 -21.365   0.727   0.0000000019562  10.657    6.152
 0.093044   2.168   0.370 -21.053   0.760   0.0000000028946  10.620    6.966
 0.126705   2.258   0.604 -21.996   0.737   0.0000000009764  11.001    8.128
 0.126579   2.231   0.470 -21.662   0.797   0.0000000014472  10.953    9.303
 0.100047   2.079   0.407 -21.204   0.699   0.0000000024324  10.566    5.192
 0.131597   2.050   0.621 -21.738   0.731   0.0000000013281  10.832    7.813
 0.143902   2.185   0.721 -22.127   0.684   0.0000000008499  10.864    5.487
 0.107687   2.353   0.734 -22.337   0.791   0.0000000006470  11.204    8.770
 0.071964   2.384   0.837 -22.463   0.752   0.0000000005451  11.195    7.842
 0.147251   2.427   0.855 -22.872   0.811   0.0000000003686  11.046    2.668
 0.235522   2.358   0.925 -23.418   0.797   0.0000000002217  11.638    8.580
 0.053958   2.156   0.704 -21.863   0.756   0.0000000010737  11.048    9.343
 0.149734   2.340   0.624 -22.579   0.769   0.0000000005095  11.177    6.409
 0.193553   2.409   0.944 -23.017   0.790   0.0000000003267  11.395    6.421
 0.148751   2.368   0.754 -22.413   0.922   0.0000000006141  11.328    6.636
 0.149927   2.307   0.720 -22.165   0.773   0.0000000008176  11.108    8.074
 0.125540   2.313   0.457 -21.663   0.767   0.0000000014440  10.892    7.823
 0.127276   2.250   0.681 -22.425   0.720   0.0000000005953  11.131    5.887
 0.148975   2.381   0.578 -22.061   0.756   0.0000000009222  10.844    4.660
 0.225029   2.515   0.765 -23.284   0.778   0.0000000002524  11.546    6.586
 0.147436   2.520   0.689 -22.852   0.768   0.0000000003767  11.381    9.068
 0.149641   2.400   0.787 -22.312   0.804   0.0000000006896  11.072    6.580
 0.109569   2.341   0.485 -21.930   0.736   0.0000000010399  10.948    6.866
 0.198077   2.470   0.655 -22.839   0.756   0.0000000003974  11.246    5.766
 0.150477   2.432   0.676 -22.544   0.764   0.0000000005303  11.171    6.052
 0.124645   2.275   0.694 -22.068   0.711   0.0000000008959  11.024    6.399
 0.088384   2.299   0.319 -21.190   0.741   0.0000000024487  10.759    8.919
 0.150533   2.151   0.708 -22.284   0.724   0.0000000007125  11.153    6.805
 0.191320   2.372   0.843 -23.003   0.760   0.0000000003311  11.429    7.642
 0.222853   2.407   1.012 -23.433   0.792   0.0000000002163  11.591    8.439
 0.123642   2.167   0.497 -21.815   0.678   0.0000000012050  10.823    5.662
 0.187246   2.545   0.696 -22.901   0.795   0.0000000003684  11.410    8.106
 0.150018   2.291   0.665 -22.317   0.735   0.0000000006857  11.062    7.060
 0.150475   2.391   0.820 -22.847   0.834   0.0000000003797  11.348    7.820
 0.148061   2.293   0.814 -22.660   0.768   0.0000000004649  11.211    6.400
 0.043405   2.197   0.477 -21.321   0.723   0.0000000020158  10.674    7.246
 0.173081   2.299   0.828 -22.799   0.801   0.0000000004073  11.324    6.163
 0.108113   2.106   0.503 -21.553   0.730   0.0000000016197  10.788    7.357
 0.153358   2.362   1.265 -23.887   0.824   0.0000000001320  11.870   10.481
 0.109157   2.391   1.014 -22.946   0.795   0.0000000003304  11.427    8.302
 0.193637   2.447   0.775 -22.808   0.759   0.0000000004096  11.262    6.711
 0.045222   2.093  -0.159 -19.152   0.738   0.0000000306708   9.830    7.823
 0.153835   2.405   0.671 -22.345   0.739   0.0000000006664  11.149    6.817
 0.151438   2.091   0.774 -22.257   0.698   0.0000000007357  11.083    7.024
 0.153605   2.264   0.916 -22.651   0.677   0.0000000004719  11.313    5.137
 0.107580   2.109   0.702 -21.393   0.609   0.0000000019554  10.664    5.071
 0.191106   2.322   0.855 -22.864   0.666   0.0000000003848  11.298    6.693
 0.057610   2.254   0.229 -20.567   0.748   0.0000000050746  10.554    9.895
 0.141777   2.363   0.424 -21.969   0.799   0.0000000010216  11.028    8.890
 0.180135   2.365   0.868 -22.747   0.758   0.0000000004334  11.262    7.762
 0.120375   2.168   0.455 -21.696   0.738   0.0000000013833  10.975    5.319
 0.129139   2.301   0.809 -22.414   0.739   0.0000000006034  11.154    6.256
 0.139358   2.373   0.570 -22.286   0.782   0.0000000007047  11.180    9.324
 0.140883   2.307   1.017 -23.256   0.605   0.0000000002439  11.526    4.700
 0.139288   2.327   0.906 -22.459   0.774   0.0000000005784  11.222    7.741
 0.218963   2.411   0.776 -23.213   0.767   0.0000000002704  11.456    6.750
 0.225798   2.445   0.913 -23.240   0.751   0.0000000002643  11.588   10.018
 0.199727   2.383   1.099 -23.433   0.662   0.0000000002128  11.587    8.398
 0.103439   2.147   0.614 -21.533   0.737   0.0000000016521  10.841    6.636
 0.034736   1.970   0.278 -20.718   0.636   0.0000000041259  10.333    5.184
 0.148897   2.328   0.827 -22.718   0.768   0.0000000004366  11.315    8.035
 0.175913   2.400   0.854 -22.957   0.745   0.0000000003438  11.391    7.044
 0.149543   2.372   0.765 -22.866   0.765   0.0000000003716  11.339    6.934
 0.134937   2.193   0.726 -22.177   0.711   0.0000000007957  10.923    4.733
 0.050004   2.164   0.144 -20.354   0.747   0.0000000065671  10.298    7.180
 0.063675   2.160   0.658 -21.518   0.735   0.0000000016256  10.775    6.530
 0.198592   2.349   0.866 -22.962   0.793   0.0000000003480  11.355    7.798
 0.176184   2.272   0.812 -22.689   0.716   0.0000000004608  11.264    6.415
 0.191711   2.381   0.732 -22.746   0.749   0.0000000004382  11.261    7.274
 0.079055   2.177   0.627 -21.563   0.776   0.0000000015619  10.957    7.023
 0.208833   2.458   0.872 -23.238   0.749   0.0000000002616  11.538    6.714
 0.063854   2.234   0.732 -21.663   0.784   0.0000000013701  10.972    7.586
 0.077587   2.244   0.716 -21.644   0.784   0.0000000014174  10.912    8.215
 0.177143   2.467   0.690 -22.776   0.833   0.0000000004190  11.456    8.950
 0.063431   2.151   0.302 -20.554   0.756   0.0000000051853  10.469    7.654
 0.062601   2.294   0.189 -20.757   0.748   0.0000000040355  10.544    7.337
 0.206544   2.449   0.768 -23.020   0.743   0.0000000003291  11.398    7.478
 0.076076   2.304   0.346 -21.630   0.621   0.0000000014394  10.650    5.078
 0.106714   2.310   0.220 -21.913   0.688   0.0000000010581  10.886    5.359
 0.020574   1.999   0.169 -19.737   0.717   0.0000000140174  10.114    7.898
 0.040775   2.241   0.257 -20.703   0.774   0.0000000042251  10.524    7.614
 0.078321   2.300   0.695 -21.893   0.747   0.0000000010574  10.974    7.411
 0.112752   2.268   0.750 -22.120   0.749   0.0000000008344  11.051    6.783
 0.054971   2.160   0.184 -20.126   0.735   0.0000000087957  10.222    7.456
 0.154475   2.384   0.811 -22.273   0.779   0.0000000007239  11.105    8.204
 0.080343   2.164   0.724 -21.538   0.742   0.0000000016091  10.769    5.247
 0.078191   2.352   0.479 -21.529   0.770   0.0000000016242  10.900    8.819
 0.112587   2.420   0.460 -21.469   0.787   0.0000000017948  10.829    6.275
 0.113576   2.385   0.506 -21.597   0.775   0.0000000015453  10.871    6.542
 0.108154   2.321   0.662 -21.819   0.741   0.0000000011838  10.929    7.637
 0.103446   2.230   0.578 -21.943   0.739   0.0000000010189  10.920    6.512
 0.110070   2.323   0.758 -22.527   0.744   0.0000000005229  11.293    9.741
 0.108408   2.363   0.626 -22.189   0.794   0.0000000007678  11.097    7.943
 0.104530   2.366   0.505 -21.692   0.796   0.0000000013705  10.949    8.017
 0.097016   2.159   0.680 -21.765   0.765   0.0000000012501  10.912    7.070
 0.133416   2.368   0.550 -22.164   0.750   0.0000000008069  11.064    7.471
 0.104506   2.399   0.987 -22.746   0.718   0.0000000004088  11.280    6.356
 0.102434   2.379   0.369 -21.293   0.776   0.0000000021916  10.804    7.068
 0.108606   2.266   0.545 -21.448   0.781   0.0000000018343  10.876    6.625
 0.132585   2.329   0.459 -21.748   0.813   0.0000000013142  10.939    8.628
 0.104195   2.080   0.235 -21.181   0.708   0.0000000025076  10.648    5.465
 0.139311   2.262   0.547 -22.052   0.737   0.0000000009247  10.958    6.200
 0.116000   2.371   0.431 -22.167   0.726   0.0000000007924  11.074    8.080
 0.148208   2.268   0.599 -22.105   0.734   0.0000000008753  10.884    5.506
 0.108689   2.305   0.584 -21.666   0.769   0.0000000014185  10.940    7.642
 0.131584   2.330   0.646 -22.067   0.783   0.0000000009021  11.034    6.917
 0.131999   2.398   0.670 -22.313   0.805   0.0000000006787  11.172    7.752
 0.137902   2.405   0.554 -21.849   0.800   0.0000000011724  11.013    8.406
 0.138396   2.348   0.577 -22.074   0.712   0.0000000009003  11.090    7.890
 0.136619   2.333   0.766 -22.691   0.750   0.0000000004454  11.274    7.892
 0.205392   2.526   1.084 -23.900   0.801   0.0000000001352  11.797    8.557
 0.156065   2.334   0.436 -22.225   0.715   0.0000000007667  11.125    7.773
 0.040726   1.906   0.150 -19.793   0.683   0.0000000132828  10.146    9.454
 0.080121   2.314   0.410 -20.729   0.737   0.0000000042405  10.593    7.521
 0.112287   2.221   0.561 -21.846   0.760   0.0000000011510  10.932    6.219
 0.131388   2.337   0.507 -22.134   0.764   0.0000000008345  11.034    6.640
 0.113392   2.433   0.612 -22.282   0.771   0.0000000006928  11.137    7.031
